-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 12/01/2024 through 01/01/2025 in UTC
Location: Latitude  -7.679   Longitude 113.2538 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 96.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,T2M,RH2M,WS10M,WD10M
2024,12,4,10,5.65,432.4,28.0,83.02,3.02,322.9
2024,12,4,11,0.0,430.88,27.71,83.9,2.97,312.1
2024,12,4,12,0.0,430.83,27.63,83.82,2.8,302.9
2024,12,4,13,0.0,431.5,27.54,84.12,2.49,295.2
2024,12,4,14,0.0,432.0,27.41,84.41,2.07,282.8
2024,12,4,15,0.0,430.8,27.21,85.08,1.81,266.8
2024,12,4,16,0.0,433.17,27.01,85.94,1.87,252.0
2024,12,4,17,0.0,429.85,26.87,86.7,2.13,245.2
2024,12,4,18,0.0,430.92,26.8,87.03,2.31,251.9
2024,12,4,19,0.0,433.55,26.79,86.94,2.42,263.6
2024,12,4,20,0.0,431.35,26.81,86.62,2.39,269.8
2024,12,4,21,0.0,430.17,26.81,86.37,2.26,270.5
2024,12,4,22,25.9,432.55,26.9,86.09,2.03,266.3
2024,12,4,23,157.57,427.9,27.46,84.69,1.7,260.2
2024,12,5,0,324.25,426.4,27.89,81.11,1.3,253.5
2024,12,5,1,417.33,434.85,28.23,78.23,0.82,262.3
2024,12,5,2,615.28,433.62,28.6,75.63,0.77,299.6
2024,12,5,3,764.08,433.23,28.92,73.54,1.13,323.6
2024,12,5,4,771.1,434.08,29.22,72.14,1.51,332.4
2024,12,5,5,642.22,434.83,29.44,71.33,1.74,334.2
2024,12,5,6,519.5,432.27,29.55,71.09,1.92,334.8
2024,12,5,7,324.0,433.25,29.48,71.75,2.12,332.7
2024,12,5,8,191.75,432.73,29.25,73.84,2.38,328.4
2024,12,5,9,69.28,432.95,28.85,77.44,2.72,322.6
2024,12,5,10,3.3,433.58,28.21,81.94,3.04,321.3
2024,12,5,11,0.0,432.5,27.77,84.88,3.38,324.5
2024,12,5,12,0.0,429.12,27.5,86.98,3.61,327.5
2024,12,5,13,0.0,430.27,27.27,88.78,3.61,330.3
2024,12,5,14,0.0,430.95,27.1,89.98,3.57,333.2
2024,12,5,15,0.0,431.15,26.97,90.75,3.44,332.8
2024,12,5,16,0.0,430.17,26.86,91.21,3.27,329.3
2024,12,5,17,0.0,429.35,26.77,91.42,3.15,325.1
2024,12,5,18,0.0,424.83,26.68,91.36,3.12,318.2
2024,12,5,19,0.0,429.05,26.66,91.31,3.3,310.6
2024,12,5,20,0.0,429.45,26.64,91.37,3.48,304.7
2024,12,5,21,0.0,430.05,26.62,91.41,3.62,301.5
2024,12,5,22,7.95,430.52,26.68,91.45,3.72,298.6
2024,12,5,23,46.6,431.73,27.11,90.19,4.12,296.1
2024,12,6,0,101.88,427.55,27.43,88.47,4.56,294.1
2024,12,6,1,160.68,431.7,27.74,86.23,4.86,292.1
2024,12,6,2,166.5,432.55,28.04,83.79,4.96,291.0
2024,12,6,3,171.9,433.3,28.31,81.09,4.89,290.2
2024,12,6,4,197.85,434.3,28.46,79.05,4.65,290.8
2024,12,6,5,190.43,434.67,28.5,78.19,4.32,291.9
2024,12,6,6,165.05,433.58,28.41,78.15,3.91,292.4
2024,12,6,7,104.25,434.1,28.25,78.76,3.57,293.1
2024,12,6,8,67.95,433.85,28.04,80.26,3.23,295.3
2024,12,6,9,30.55,433.15,27.74,82.9,2.84,295.9
2024,12,6,10,2.38,432.15,27.31,85.9,2.5,297.7
2024,12,6,11,0.0,430.98,27.08,87.14,2.4,301.9
2024,12,6,12,0.0,427.27,26.99,87.76,2.4,306.5
2024,12,6,13,0.0,430.15,26.89,88.39,2.56,303.7
2024,12,6,14,0.0,429.88,26.83,88.7,2.73,293.7
2024,12,6,15,0.0,429.3,26.76,88.61,2.82,286.5
2024,12,6,16,0.0,428.17,26.69,88.27,2.86,282.1
2024,12,6,17,0.0,423.6,26.62,87.51,2.82,281.0
2024,12,6,18,0.0,420.35,26.57,86.46,2.62,282.3
2024,12,6,19,0.0,422.92,26.52,85.62,2.27,286.1
2024,12,6,20,0.0,422.95,26.51,84.6,1.92,290.7
2024,12,6,21,0.0,422.05,26.43,84.84,1.82,299.0
2024,12,6,22,33.6,427.83,26.36,86.52,1.9,306.9
2024,12,6,23,177.73,427.65,26.72,86.34,2.11,310.2
2024,12,7,0,368.83,423.5,27.18,83.74,2.23,314.5
2024,12,7,1,617.38,428.27,27.87,79.81,2.26,319.5
2024,12,7,2,759.67,433.55,28.55,76.47,2.19,323.0
2024,12,7,3,788.67,436.55,29.23,73.45,2.26,325.1
2024,12,7,4,764.5,438.6,29.86,70.83,2.62,325.6
2024,12,7,5,644.62,440.67,30.28,69.18,3.17,325.8
2024,12,7,6,529.35,435.85,30.47,68.46,3.61,324.6
2024,12,7,7,393.23,437.67,30.42,68.85,3.86,324.7
2024,12,7,8,235.52,438.35,30.02,71.29,4.04,327.8
2024,12,7,9,72.38,442.35,29.37,75.63,4.15,328.0
2024,12,7,10,5.15,441.33,28.46,81.74,3.76,325.1
2024,12,7,11,0.0,438.9,27.97,85.06,3.48,320.1
2024,12,7,12,0.0,436.95,27.77,86.49,3.28,313.8
2024,12,7,13,0.0,433.17,27.65,87.2,3.2,306.2
2024,12,7,14,0.0,434.17,27.57,87.7,3.31,299.5
2024,12,7,15,0.0,434.25,27.46,88.29,3.25,297.3
2024,12,7,16,0.0,430.3,27.31,88.99,3.03,299.0
2024,12,7,17,0.0,431.42,27.17,89.55,2.88,299.6
2024,12,7,18,0.0,424.33,27.04,89.97,2.86,297.3
2024,12,7,19,0.0,430.25,26.93,90.1,2.77,293.1
2024,12,7,20,0.0,427.55,26.88,89.87,2.62,287.8
2024,12,7,21,0.0,426.58,26.88,89.54,2.58,281.9
2024,12,7,22,36.25,427.77,27.03,89.1,2.56,277.8
2024,12,7,23,196.2,428.58,27.75,86.85,2.64,278.5
2024,12,8,0,399.85,426.02,28.39,82.78,2.8,285.1
2024,12,8,1,562.97,434.08,29.03,79.23,3.12,293.0
2024,12,8,2,639.33,439.02,29.63,76.64,3.6,296.6
2024,12,8,3,730.65,442.33,30.13,74.21,4.07,295.8
2024,12,8,4,679.53,444.77,30.45,72.27,4.37,295.0
2024,12,8,5,554.75,444.33,30.58,71.31,4.53,296.3
2024,12,8,6,481.12,441.12,30.35,72.29,4.63,297.9
2024,12,8,7,349.55,442.58,29.96,74.01,4.68,296.8
2024,12,8,8,188.2,441.62,29.44,76.57,4.44,292.8
2024,12,8,9,78.35,437.73,28.85,79.84,3.88,288.9
2024,12,8,10,3.35,438.1,28.22,84.25,3.06,284.4
2024,12,8,11,0.0,437.05,27.89,85.96,2.63,277.0
2024,12,8,12,0.0,435.62,27.78,86.3,2.39,269.3
2024,12,8,13,0.0,439.27,27.68,86.76,2.46,263.5
2024,12,8,14,0.0,438.35,27.57,87.45,2.76,260.6
2024,12,8,15,0.0,437.85,27.45,88.01,2.9,257.1
2024,12,8,16,0.0,435.77,27.3,88.39,2.94,255.2
2024,12,8,17,0.0,434.55,27.16,88.55,2.96,254.9
2024,12,8,18,0.0,429.08,27.04,88.61,2.92,256.1
2024,12,8,19,0.0,432.6,26.94,88.42,2.77,256.9
2024,12,8,20,0.0,432.52,26.88,88.0,2.54,255.6
2024,12,8,21,0.0,431.85,26.86,87.73,2.44,251.6
2024,12,8,22,28.38,429.9,26.94,87.71,2.47,245.8
2024,12,8,23,148.77,430.33,27.42,86.17,2.7,243.2
2024,12,9,0,305.27,429.08,27.83,83.94,3.02,246.4
2024,12,9,1,425.05,434.5,28.29,81.07,3.36,251.8
2024,12,9,2,484.6,440.52,28.87,78.05,3.78,255.9
2024,12,9,3,527.7,442.98,29.51,74.37,4.08,257.3
2024,12,9,4,373.95,445.42,29.93,71.79,4.37,258.9
2024,12,9,5,310.33,449.77,30.15,70.6,4.64,260.7
2024,12,9,6,155.88,429.27,30.18,70.59,4.7,263.3
2024,12,9,7,163.1,431.55,29.93,72.29,4.6,266.8
2024,12,9,8,73.43,428.9,29.5,75.27,4.32,270.7
2024,12,9,9,37.92,428.33,28.81,80.05,3.93,277.0
2024,12,9,10,2.78,429.48,28.14,84.74,3.7,281.5
2024,12,9,11,0.0,423.55,27.8,86.74,3.78,280.7
2024,12,9,12,0.0,422.12,27.61,87.54,3.67,277.7
2024,12,9,13,0.0,425.17,27.43,87.91,3.52,274.9
2024,12,9,14,0.0,426.4,27.26,88.21,3.42,271.7
2024,12,9,15,0.0,426.95,27.11,88.39,3.27,269.5
2024,12,9,16,0.0,428.38,26.98,88.57,3.23,268.2
2024,12,9,17,0.0,427.65,26.89,88.36,3.44,264.7
2024,12,9,18,0.0,421.67,26.82,87.85,3.61,260.3
2024,12,9,19,0.0,426.75,26.71,87.39,3.64,256.8
2024,12,9,20,0.0,429.38,26.58,87.03,3.51,254.8
2024,12,9,21,0.0,427.55,26.5,86.64,3.37,252.4
2024,12,9,22,38.3,421.92,26.67,86.03,3.12,251.1
2024,12,9,23,234.12,420.98,27.55,82.56,3.2,251.2
2024,12,10,0,477.92,418.17,28.29,78.27,3.28,251.1
2024,12,10,1,661.9,427.05,28.92,75.29,3.3,255.2
2024,12,10,2,771.45,431.75,29.45,73.55,3.45,263.8
2024,12,10,3,812.28,436.08,29.9,72.59,3.72,274.2
2024,12,10,4,781.83,440.62,30.13,72.73,4.01,284.5
2024,12,10,5,551.58,448.45,30.19,73.59,4.19,294.2
2024,12,10,6,206.8,448.2,30.02,75.62,4.3,303.7
2024,12,10,7,146.05,443.77,29.58,79.4,4.5,311.8
2024,12,10,8,84.7,442.17,29.04,83.72,4.65,314.7
2024,12,10,9,37.2,439.77,28.49,87.73,4.36,314.1
2024,12,10,10,2.65,438.92,27.98,90.56,3.94,310.7
2024,12,10,11,0.0,437.9,27.69,91.58,3.72,304.9
2024,12,10,12,0.0,433.38,27.56,91.62,3.4,296.6
2024,12,10,13,0.0,436.6,27.45,91.27,3.25,285.9
2024,12,10,14,0.0,436.5,27.36,90.77,3.29,277.0
2024,12,10,15,0.0,436.35,27.27,90.12,3.25,272.1
2024,12,10,16,0.0,435.1,27.21,89.31,2.97,270.8
2024,12,10,17,0.0,431.8,27.18,87.65,2.16,269.2
2024,12,10,18,0.0,429.42,27.16,86.1,1.16,263.1
2024,12,10,19,0.0,429.67,27.05,85.55,0.69,257.4
2024,12,10,20,0.0,426.85,26.96,85.28,0.41,261.7
2024,12,10,21,0.0,427.38,26.91,85.1,0.31,275.5
2024,12,10,22,34.42,429.12,26.98,85.14,0.52,290.2
2024,12,10,23,184.05,431.27,27.53,84.53,1.2,292.5
2024,12,11,0,379.77,427.4,27.98,82.11,2.07,289.7
2024,12,11,1,570.88,429.3,28.46,80.36,2.82,291.5
2024,12,11,2,678.75,437.73,28.94,78.55,3.37,292.7
2024,12,11,3,714.75,441.58,29.42,76.26,3.68,294.8
2024,12,11,4,755.33,438.27,29.76,74.4,3.65,297.1
2024,12,11,5,656.25,443.95,29.78,73.76,3.37,300.3
2024,12,11,6,503.38,441.95,29.46,75.38,3.08,310.7
2024,12,11,7,336.5,438.92,28.92,78.84,3.01,324.0
2024,12,11,8,247.75,432.17,28.34,82.96,3.03,332.3
2024,12,11,9,122.03,426.38,27.83,86.19,3.04,337.1
2024,12,11,10,5.28,435.17,27.3,89.47,2.89,341.3
2024,12,11,11,0.0,430.15,27.02,91.13,2.8,341.5
2024,12,11,12,0.0,427.08,26.94,91.53,2.69,337.2
2024,12,11,13,0.0,432.58,26.92,91.78,2.6,333.5
2024,12,11,14,0.0,433.5,26.95,91.76,2.55,330.4
2024,12,11,15,0.0,434.38,26.95,91.65,2.37,325.5
2024,12,11,16,0.0,432.75,26.93,91.58,2.07,320.5
2024,12,11,17,0.0,432.35,26.88,91.44,1.85,316.1
2024,12,11,18,0.0,428.4,26.86,91.15,1.78,315.0
2024,12,11,19,0.0,432.33,26.82,90.86,1.73,310.8
2024,12,11,20,0.0,431.35,26.8,90.43,1.74,312.7
2024,12,11,21,0.0,433.8,26.75,90.28,1.98,310.9
2024,12,11,22,25.45,436.48,26.72,90.56,2.34,305.3
2024,12,11,23,115.75,437.5,27.18,89.6,2.63,296.5
2024,12,12,0,161.77,435.33,27.5,87.78,2.97,288.1
2024,12,12,1,447.67,433.35,27.84,85.35,3.12,280.9
2024,12,12,2,614.3,433.55,28.17,82.99,3.13,277.7
2024,12,12,3,725.55,437.98,28.52,80.45,2.68,277.9
2024,12,12,4,810.65,437.23,28.74,78.57,2.08,284.2
2024,12,12,5,633.15,437.73,28.84,77.64,1.7,297.0
2024,12,12,6,502.5,443.55,28.77,77.68,1.5,317.7
2024,12,12,7,270.88,442.83,28.59,78.56,1.42,339.4
2024,12,12,8,174.93,441.8,28.32,80.41,1.46,359.6
2024,12,12,9,78.57,440.3,27.94,82.36,1.44,4.0
2024,12,12,10,4.82,448.27,27.52,84.19,1.21,3.3
2024,12,12,11,0.0,435.67,27.21,85.75,1.03,9.5
2024,12,12,12,0.0,428.55,27.06,85.84,0.67,15.5
2024,12,12,13,0.0,432.12,26.92,86.01,0.04,345.9
2024,12,12,14,0.0,430.9,26.74,86.71,0.73,194.2
2024,12,12,15,0.0,430.08,26.64,87.15,1.26,184.5
2024,12,12,16,0.0,429.55,26.58,87.09,1.61,173.2
2024,12,12,17,0.0,428.3,26.48,87.33,1.9,166.6
2024,12,12,18,0.0,419.2,26.36,87.61,2.13,161.7
2024,12,12,19,0.0,426.4,26.26,87.66,2.31,159.2
2024,12,12,20,0.0,425.25,26.21,87.23,2.45,158.5
2024,12,12,21,0.0,423.8,26.22,86.14,2.38,157.8
2024,12,12,22,18.83,424.7,26.36,85.15,2.08,151.6
2024,12,12,23,100.4,425.62,27.03,82.69,1.82,133.7
2024,12,13,0,179.55,422.25,27.77,78.34,1.42,108.9
2024,12,13,1,427.73,426.75,28.51,72.39,1.02,66.9
2024,12,13,2,641.67,427.77,29.03,70.22,1.46,21.3
2024,12,13,3,754.38,429.17,29.41,70.23,2.17,6.6
2024,12,13,4,730.67,431.23,29.68,70.88,2.8,356.1
2024,12,13,5,723.42,432.98,29.8,71.78,3.29,346.3
2024,12,13,6,592.08,439.17,29.76,72.82,3.66,341.9
2024,12,13,7,482.92,431.5,29.49,74.91,3.93,342.8
2024,12,13,8,297.77,430.95,29.01,78.2,4.06,347.3
2024,12,13,9,119.28,431.25,28.42,82.01,3.91,353.8
2024,12,13,10,10.15,433.2,27.69,86.44,3.47,0.3
2024,12,13,11,0.0,432.75,27.27,88.55,3.36,2.2
2024,12,13,12,0.0,429.17,27.08,89.35,3.36,1.2
2024,12,13,13,0.0,430.3,26.93,89.84,3.3,0.3
2024,12,13,14,0.0,429.17,26.8,90.28,3.23,356.6
2024,12,13,15,0.0,431.17,26.7,90.39,3.15,354.2
2024,12,13,16,0.0,434.85,26.61,90.55,3.09,355.0
2024,12,13,17,0.0,435.33,26.54,90.92,3.26,359.6
2024,12,13,18,0.0,427.38,26.53,91.27,3.67,4.4
2024,12,13,19,0.0,434.0,26.56,91.55,4.14,6.4
2024,12,13,20,0.0,432.55,26.62,91.7,4.46,7.9
2024,12,13,21,0.0,431.8,26.66,91.76,4.74,7.4
2024,12,13,22,14.82,432.05,26.77,91.97,5.14,6.3
2024,12,13,23,74.22,435.35,27.24,90.73,5.75,3.0
2024,12,14,0,112.57,434.2,27.57,89.05,6.19,358.8
2024,12,14,1,220.8,442.35,27.86,87.09,6.19,353.0
2024,12,14,2,383.42,446.38,28.12,85.3,5.67,346.8
2024,12,14,3,419.88,447.33,28.25,84.35,5.31,339.1
2024,12,14,4,399.58,448.8,28.24,83.93,4.95,333.7
2024,12,14,5,395.0,449.98,28.15,84.34,4.56,332.9
2024,12,14,6,391.52,444.55,27.94,85.62,4.4,330.9
2024,12,14,7,207.43,440.3,27.61,87.68,4.13,323.8
2024,12,14,8,206.8,436.17,27.33,89.45,3.62,309.6
2024,12,14,9,91.15,435.9,27.14,90.75,3.01,292.5
2024,12,14,10,5.95,439.6,26.92,91.76,2.52,270.5
2024,12,14,11,0.0,437.3,26.72,91.64,2.46,247.5
2024,12,14,12,0.0,430.65,26.53,90.81,2.56,231.0
2024,12,14,13,0.0,434.98,26.29,89.14,2.7,216.1
2024,12,14,14,0.0,432.0,26.07,87.57,2.71,206.9
2024,12,14,15,0.0,428.15,25.87,85.95,2.63,208.9
2024,12,14,16,0.0,424.65,25.71,84.17,2.41,216.1
2024,12,14,17,0.0,417.0,25.66,82.1,2.1,221.5
2024,12,14,18,0.0,414.35,25.73,79.63,1.8,225.2
2024,12,14,19,0.0,420.65,25.81,77.89,1.67,228.7
2024,12,14,20,0.0,421.3,25.87,76.61,1.53,235.7
2024,12,14,21,0.0,419.25,25.92,75.59,1.4,253.4
2024,12,14,22,22.75,421.83,26.07,76.33,1.41,275.3
2024,12,14,23,114.53,424.15,26.87,74.74,1.64,293.3
2024,12,15,0,227.2,424.08,27.74,72.46,2.08,300.4
2024,12,15,1,343.33,432.33,28.29,71.05,2.42,305.4
2024,12,15,2,469.38,431.15,28.54,71.86,2.71,311.9
2024,12,15,3,524.53,436.12,28.61,73.06,2.94,313.1
2024,12,15,4,525.78,438.23,28.64,73.88,2.93,312.2
2024,12,15,5,459.2,439.73,28.67,74.57,2.9,313.3
2024,12,15,6,430.33,435.48,28.63,75.8,3.0,316.6
2024,12,15,7,340.62,436.08,28.41,78.19,3.06,320.4
2024,12,15,8,203.8,435.98,28.11,81.21,2.77,325.0
2024,12,15,9,89.72,433.42,27.73,84.7,2.44,328.6
2024,12,15,10,9.35,431.98,27.29,88.34,2.27,329.3
2024,12,15,11,0.0,431.52,27.05,90.0,2.15,324.8
2024,12,15,12,0.0,428.42,26.97,90.75,2.12,319.8
2024,12,15,13,0.0,433.98,26.9,91.47,2.33,314.5
2024,12,15,14,0.0,436.9,26.78,92.39,2.8,308.3
2024,12,15,15,0.0,434.0,26.63,93.01,3.36,301.1
2024,12,15,16,0.0,433.58,26.43,93.07,4.03,294.5
2024,12,15,17,0.0,432.38,26.19,92.32,4.63,289.3
2024,12,15,18,0.0,426.25,25.94,91.54,4.87,286.3
2024,12,15,19,0.0,428.88,25.79,91.11,4.78,285.8
2024,12,15,20,0.0,428.65,25.78,91.15,4.61,285.9
2024,12,15,21,0.0,428.52,25.84,91.36,4.34,285.5
2024,12,15,22,12.02,430.52,25.99,91.3,4.06,285.7
2024,12,15,23,81.03,431.42,26.44,90.34,4.02,288.1
2024,12,16,0,186.62,428.77,26.74,89.17,4.19,291.0
2024,12,16,1,243.62,440.3,27.06,87.88,4.51,291.6
2024,12,16,2,482.5,437.85,27.47,86.15,4.74,289.8
2024,12,16,3,443.33,441.75,27.91,84.17,4.95,286.3
2024,12,16,4,422.2,439.98,28.24,82.51,4.9,281.7
2024,12,16,5,395.0,444.27,28.44,81.07,4.43,275.2
2024,12,16,6,292.15,440.67,28.47,80.29,3.69,267.1
2024,12,16,7,216.9,440.1,28.35,80.38,3.15,258.7
2024,12,16,8,139.27,438.48,28.12,81.42,2.85,255.4
2024,12,16,9,65.57,435.65,27.86,81.89,2.57,252.3
2024,12,16,10,7.57,432.3,27.47,83.53,2.03,244.1
2024,12,16,11,0.0,428.05,27.28,82.7,1.97,236.8
2024,12,16,12,0.0,422.1,27.22,82.17,1.88,234.1
2024,12,16,13,0.0,426.27,27.17,81.7,1.81,238.8
2024,12,16,14,0.0,430.3,27.06,81.79,1.89,247.9
2024,12,16,15,0.0,430.92,26.94,81.81,1.89,256.6
2024,12,16,16,0.0,431.75,26.8,81.87,1.86,267.8
2024,12,16,17,0.0,427.15,26.65,82.28,1.92,278.7
2024,12,16,18,0.0,426.95,26.49,82.98,2.05,286.4
2024,12,16,19,0.0,427.8,26.33,83.95,2.22,287.0
2024,12,16,20,0.0,427.33,26.21,84.75,2.41,284.4
2024,12,16,21,0.0,426.0,26.15,85.04,2.45,280.6
2024,12,16,22,25.8,426.75,26.36,85.26,2.35,277.3
2024,12,16,23,164.6,428.3,27.34,82.52,2.53,276.8
2024,12,17,0,343.85,427.7,27.94,79.59,2.73,283.8
2024,12,17,1,502.23,434.98,28.39,78.31,2.85,294.5
2024,12,17,2,645.03,437.05,28.52,78.75,3.1,301.1
2024,12,17,3,716.22,436.85,28.4,80.59,3.38,301.6
2024,12,17,4,673.2,438.5,28.29,82.17,3.51,300.4
2024,12,17,5,508.92,435.58,28.24,83.12,3.41,301.8
2024,12,17,6,426.23,439.33,28.19,83.76,3.17,305.1
2024,12,17,7,331.0,432.08,28.05,84.82,2.99,313.4
2024,12,17,8,174.5,437.55,27.78,86.71,2.85,321.7
2024,12,17,9,80.9,434.7,27.44,89.04,2.65,327.3
