-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 09/01/2024 through 10/01/2024 in LST
Location: Latitude  -7.679   Longitude 113.2538 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 96.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,T2M,RH2M,WS10M,WD10M
2024,9,4,10,768.25,429.02,31.69,53.58,3.98,114.1
2024,9,4,11,885.4,432.48,32.53,53.2,3.72,101.6
2024,9,4,12,914.92,436.12,33.09,51.59,3.76,91.2
2024,9,4,13,872.53,436.88,33.38,50.28,3.92,83.9
2024,9,4,14,741.15,434.7,33.25,50.29,4.08,80.3
2024,9,4,15,568.2,436.62,32.9,51.0,4.11,79.8
2024,9,4,16,355.8,433.27,32.38,52.32,4.02,82.0
2024,9,4,17,135.5,429.88,31.66,54.35,3.85,88.5
2024,9,4,18,5.4,420.95,30.64,57.71,3.22,97.7
2024,9,4,19,0.0,411.23,29.86,60.62,2.97,109.7
2024,9,4,20,0.0,403.08,29.21,63.14,3.18,127.2
2024,9,4,21,0.0,406.95,28.5,69.26,3.32,142.5
2024,9,4,22,0.0,405.42,27.93,74.5,3.63,154.0
2024,9,4,23,0.0,404.17,27.5,77.85,3.97,160.0
2024,9,5,0,0.0,403.4,27.16,80.0,4.22,162.8
2024,9,5,1,0.0,408.17,26.85,81.79,4.32,164.2
2024,9,5,2,0.0,395.27,26.6,83.01,4.39,163.9
2024,9,5,3,0.0,406.73,26.41,83.66,4.45,163.2
2024,9,5,4,0.0,405.42,26.28,83.9,4.45,161.2
2024,9,5,5,0.0,406.17,26.17,83.74,4.38,159.4
2024,9,5,6,13.55,405.12,26.16,83.33,4.37,159.1
2024,9,5,7,184.88,407.73,27.16,78.05,5.13,158.3
2024,9,5,8,423.12,405.3,28.57,69.32,5.29,155.5
2024,9,5,9,648.88,413.27,30.27,59.97,4.89,152.2
2024,9,5,10,827.6,416.62,31.74,53.59,4.34,149.4
2024,9,5,11,944.08,413.85,32.72,51.53,3.76,146.1
2024,9,5,12,983.78,421.8,33.39,49.51,3.55,142.5
2024,9,5,13,921.6,427.45,33.77,47.92,3.46,139.5
2024,9,5,14,778.12,426.73,33.88,47.2,3.39,136.8
2024,9,5,15,608.85,428.85,33.64,47.52,3.35,134.0
2024,9,5,16,384.35,426.88,33.14,48.74,3.34,131.6
2024,9,5,17,147.9,423.45,32.31,51.22,3.35,132.9
2024,9,5,18,5.43,416.33,31.21,55.04,3.31,138.2
2024,9,5,19,0.0,413.58,30.33,58.48,4.03,142.1
2024,9,5,20,0.0,404.25,29.37,64.2,4.58,145.4
2024,9,5,21,0.0,409.45,28.5,69.1,5.04,150.6
2024,9,5,22,0.0,408.98,27.78,72.75,5.24,155.3
2024,9,5,23,0.0,407.92,27.22,75.47,5.21,158.5
2024,9,6,0,0.0,406.0,26.78,77.02,5.22,159.4
2024,9,6,1,0.0,402.4,26.43,78.13,5.27,158.2
2024,9,6,2,0.0,399.35,26.15,79.46,5.26,156.0
2024,9,6,3,0.0,399.4,25.99,80.11,5.27,152.7
2024,9,6,4,0.0,396.55,25.86,80.36,5.23,148.9
2024,9,6,5,0.0,393.6,25.75,80.43,5.0,147.0
2024,9,6,6,14.25,391.92,25.73,80.15,4.81,146.9
2024,9,6,7,176.75,396.7,26.87,73.96,5.62,145.4
2024,9,6,8,409.48,392.15,28.22,66.24,5.73,141.7
2024,9,6,9,622.12,400.05,29.82,57.74,5.4,136.0
2024,9,6,10,788.17,402.35,31.31,50.8,4.93,129.6
2024,9,6,11,934.62,406.38,32.38,47.72,4.44,122.2
2024,9,6,12,978.8,411.73,32.94,47.76,4.05,114.2
2024,9,6,13,943.62,411.8,33.31,46.79,4.05,108.1
2024,9,6,14,796.88,415.73,33.38,46.57,4.09,106.4
2024,9,6,15,620.88,416.12,33.13,47.32,4.06,109.5
2024,9,6,16,390.38,415.02,32.6,48.84,4.1,113.9
2024,9,6,17,150.85,411.83,31.8,51.39,4.23,117.2
2024,9,6,18,5.35,411.42,30.68,55.42,4.02,119.8
2024,9,6,19,0.0,410.0,29.8,59.17,4.41,124.7
2024,9,6,20,0.0,399.88,28.95,65.28,4.77,131.7
2024,9,6,21,0.0,406.17,28.22,70.49,5.1,138.7
2024,9,6,22,0.0,404.7,27.61,73.71,5.58,145.3
2024,9,6,23,0.0,405.0,27.03,76.66,5.41,148.9
2024,9,7,0,0.0,404.4,26.55,78.74,4.97,149.0
2024,9,7,1,0.0,401.55,26.18,79.95,4.66,150.0
2024,9,7,2,0.0,393.17,25.94,80.83,4.47,152.6
2024,9,7,3,0.0,401.25,25.81,81.46,4.29,154.0
2024,9,7,4,0.0,404.73,25.75,81.94,4.06,154.1
2024,9,7,5,0.0,408.38,25.76,82.25,3.86,153.9
2024,9,7,6,12.12,412.33,25.93,81.98,3.84,154.6
2024,9,7,7,144.57,421.33,27.31,75.75,4.96,149.2
2024,9,7,8,358.42,424.38,28.8,68.49,5.46,138.9
2024,9,7,9,539.9,438.58,30.28,61.74,5.37,130.2
2024,9,7,10,736.72,436.42,31.59,57.05,5.06,121.7
2024,9,7,11,874.95,432.83,32.41,55.68,4.6,113.6
2024,9,7,12,919.1,432.88,32.95,54.08,4.43,106.1
2024,9,7,13,733.35,444.9,33.25,52.87,4.44,99.7
2024,9,7,14,710.35,434.7,33.26,52.67,4.49,95.6
2024,9,7,15,560.5,434.75,32.98,53.31,4.53,93.7
2024,9,7,16,343.05,432.85,32.45,54.8,4.61,93.4
2024,9,7,17,125.0,429.75,31.63,57.53,4.63,96.8
2024,9,7,18,4.55,425.88,30.61,61.55,4.43,103.0
2024,9,7,19,0.0,422.75,29.9,64.73,4.42,111.9
2024,9,7,20,0.0,413.27,29.24,69.0,4.53,122.5
2024,9,7,21,0.0,416.12,28.67,73.31,4.52,132.1
2024,9,7,22,0.0,412.98,28.21,75.97,4.65,140.8
2024,9,7,23,0.0,414.6,27.81,78.05,4.61,145.8
2024,9,8,0,0.0,422.08,27.45,79.66,4.38,148.8
2024,9,8,1,0.0,412.52,27.14,80.9,4.17,150.7
2024,9,8,2,0.0,416.77,26.92,81.7,4.02,150.5
2024,9,8,3,0.0,413.2,26.75,82.32,3.88,147.5
2024,9,8,4,0.0,413.27,26.64,82.8,3.76,143.4
2024,9,8,5,0.0,412.6,26.54,83.27,3.65,142.0
2024,9,8,6,13.6,415.08,26.56,83.22,3.58,142.5
2024,9,8,7,163.6,421.92,27.57,78.02,4.45,137.8
2024,9,8,8,370.25,422.0,28.87,70.43,4.62,131.1
2024,9,8,9,508.62,437.4,30.23,63.09,4.19,124.6
2024,9,8,10,593.1,447.0,31.24,58.55,3.78,114.9
2024,9,8,11,780.05,447.55,31.73,58.86,3.31,104.7
2024,9,8,12,805.9,445.62,32.01,58.47,3.22,95.9
2024,9,8,13,775.3,446.38,32.15,58.03,3.28,88.3
2024,9,8,14,680.67,441.52,32.28,57.59,3.41,82.7
2024,9,8,15,534.72,439.48,32.07,58.12,3.6,80.3
2024,9,8,16,327.95,436.77,31.52,59.62,3.95,79.5
2024,9,8,17,117.32,433.55,30.68,61.36,4.49,81.7
2024,9,8,18,4.4,428.77,29.6,65.85,4.49,87.4
2024,9,8,19,0.0,425.4,28.88,69.97,4.27,95.4
2024,9,8,20,0.0,419.0,28.42,72.85,4.05,104.6
2024,9,8,21,0.0,427.95,28.12,74.79,3.82,115.2
2024,9,8,22,0.0,431.67,27.89,76.15,3.65,126.3
2024,9,8,23,0.0,440.12,27.68,77.12,3.51,136.6
2024,9,9,0,0.0,437.4,27.46,77.94,3.41,145.3
2024,9,9,1,0.0,434.75,27.22,78.94,3.38,151.9
2024,9,9,2,0.0,414.85,27.0,79.84,3.44,155.6
2024,9,9,3,0.0,436.27,26.79,80.66,3.51,155.6
2024,9,9,4,0.0,433.33,26.61,81.33,3.5,153.7
2024,9,9,5,0.0,429.42,26.48,81.65,3.4,151.3
2024,9,9,6,12.8,421.88,26.48,81.2,3.27,149.1
2024,9,9,7,174.3,417.02,27.54,75.41,3.86,142.4
2024,9,9,8,399.02,404.1,28.87,67.69,3.54,132.7
2024,9,9,9,601.28,412.8,30.43,59.14,3.2,116.7
2024,9,9,10,675.05,414.3,31.83,53.15,3.11,97.8
2024,9,9,11,886.62,429.7,32.56,53.49,3.0,84.3
2024,9,9,12,922.67,432.35,32.97,53.08,3.15,76.6
2024,9,9,13,851.33,436.02,33.18,52.47,3.42,71.4
2024,9,9,14,729.67,438.08,33.11,52.82,3.64,68.6
2024,9,9,15,539.7,438.02,32.79,54.11,3.78,68.4
2024,9,9,16,327.75,436.0,32.25,56.3,3.7,69.9
2024,9,9,17,123.28,433.55,31.53,59.11,3.48,73.0
2024,9,9,18,4.65,428.4,30.77,62.13,3.15,76.2
2024,9,9,19,0.0,424.62,30.25,64.21,2.85,79.1
2024,9,9,20,0.0,419.88,29.83,65.01,2.64,87.4
2024,9,9,21,0.0,427.9,29.35,67.82,2.47,98.4
2024,9,9,22,0.0,434.27,28.9,70.91,2.37,107.9
2024,9,9,23,0.0,435.2,28.49,73.12,2.29,113.7
2024,9,10,0,0.0,437.2,28.11,75.04,2.24,116.8
2024,9,10,1,0.0,429.65,27.79,76.78,2.27,121.0
2024,9,10,2,0.0,424.45,27.49,78.6,2.41,127.6
2024,9,10,3,0.0,432.45,27.28,79.73,2.57,134.1
2024,9,10,4,0.0,433.12,27.18,80.2,2.76,140.4
2024,9,10,5,0.0,427.02,27.12,80.29,2.91,145.9
2024,9,10,6,13.8,425.92,27.1,80.26,3.0,148.9
2024,9,10,7,164.07,425.17,27.8,76.37,3.55,148.0
2024,9,10,8,388.38,421.67,28.8,70.34,3.32,144.7
2024,9,10,9,610.28,426.77,30.07,63.29,2.75,137.5
2024,9,10,10,744.92,431.3,31.25,57.46,2.25,123.2
2024,9,10,11,856.8,435.0,32.21,54.48,2.04,108.6
2024,9,10,12,856.47,437.98,32.73,55.74,1.96,95.9
2024,9,10,13,820.05,437.1,33.1,54.33,2.18,86.6
2024,9,10,14,606.65,442.12,33.24,53.16,2.39,80.1
2024,9,10,15,512.47,438.27,33.18,52.73,2.42,79.1
2024,9,10,16,310.42,438.8,32.75,53.77,2.37,84.7
2024,9,10,17,109.78,437.42,32.01,56.32,2.31,95.0
2024,9,10,18,4.18,433.92,31.16,59.31,2.22,106.0
2024,9,10,19,0.0,430.5,30.55,60.91,2.34,113.2
2024,9,10,20,0.0,428.12,29.97,62.8,2.61,122.5
2024,9,10,21,0.0,432.45,29.37,65.9,2.71,130.2
2024,9,10,22,0.0,429.33,28.77,68.7,2.92,137.9
2024,9,10,23,0.0,424.02,28.25,71.17,3.03,143.8
2024,9,11,0,0.0,427.58,27.8,73.42,3.07,147.1
2024,9,11,1,0.0,422.73,27.39,75.43,3.12,150.0
2024,9,11,2,0.0,410.4,27.0,77.27,3.22,154.5
2024,9,11,3,0.0,413.5,26.62,78.9,3.41,158.9
2024,9,11,4,0.0,410.8,26.32,80.13,3.6,160.4
2024,9,11,5,0.0,410.85,26.08,81.03,3.61,160.6
2024,9,11,6,15.98,407.52,26.01,81.24,3.61,161.4
2024,9,11,7,191.93,406.55,27.12,75.31,4.23,161.1
2024,9,11,8,413.62,401.65,28.51,67.08,4.15,157.3
2024,9,11,9,588.4,409.92,30.18,58.28,3.75,149.5
2024,9,11,10,818.53,416.67,31.77,51.19,3.33,137.6
2024,9,11,11,924.53,420.88,32.85,49.64,2.95,126.2
2024,9,11,12,955.83,422.62,33.48,49.47,2.79,117.6
2024,9,11,13,912.6,424.02,33.96,47.46,2.95,113.6
2024,9,11,14,731.83,428.67,34.16,46.31,3.17,114.2
2024,9,11,15,592.08,428.25,33.98,46.48,3.45,117.8
2024,9,11,16,364.15,427.8,33.43,47.96,3.76,123.4
2024,9,11,17,133.02,425.88,32.51,50.88,4.14,130.0
2024,9,11,18,4.55,423.33,31.39,54.31,4.62,139.0
2024,9,11,19,0.0,418.05,30.29,59.69,5.3,147.6
2024,9,11,20,0.0,406.65,29.27,65.48,5.81,154.0
2024,9,11,21,0.0,418.67,28.37,69.92,5.99,158.6
2024,9,11,22,0.0,407.55,27.62,73.85,5.54,161.1
2024,9,11,23,0.0,408.3,27.14,75.89,4.89,161.2
2024,9,12,0,0.0,404.3,26.76,77.1,4.43,158.8
2024,9,12,1,0.0,398.62,26.46,78.11,4.26,154.7
2024,9,12,2,0.0,386.92,26.22,78.89,4.34,151.2
2024,9,12,3,0.0,393.65,26.06,79.26,4.59,152.0
2024,9,12,4,0.0,396.25,25.96,79.35,4.81,153.2
2024,9,12,5,0.0,402.88,25.82,79.7,4.74,152.2
2024,9,12,6,16.4,400.7,25.82,79.6,4.71,151.6
2024,9,12,7,193.9,400.35,27.08,73.05,5.58,149.4
2024,9,12,8,442.92,396.95,28.46,64.98,5.68,143.9
2024,9,12,9,646.45,403.23,30.07,56.47,5.44,135.4
2024,9,12,10,809.62,405.3,31.51,49.8,5.16,129.0
2024,9,12,11,947.47,409.0,32.61,45.56,4.86,126.4
2024,9,12,12,995.0,410.95,33.26,45.13,4.28,125.9
2024,9,12,13,879.6,419.17,33.66,44.68,3.9,127.3
2024,9,12,14,794.83,416.77,33.83,43.92,3.75,130.0
2024,9,12,15,611.33,419.15,33.72,43.93,3.74,133.3
2024,9,12,16,361.05,420.75,33.25,45.07,3.87,136.8
2024,9,12,17,129.98,422.67,32.37,47.25,4.3,140.5
2024,9,12,18,4.2,424.17,30.99,51.35,4.73,145.9
2024,9,12,19,0.0,423.48,29.74,58.59,5.27,148.6
2024,9,12,20,0.0,411.5,28.65,65.36,5.87,152.4
2024,9,12,21,0.0,422.62,27.72,71.18,5.92,155.3
2024,9,12,22,0.0,402.17,27.0,75.3,5.58,157.6
2024,9,12,23,0.0,398.58,26.52,77.29,5.15,160.7
2024,9,13,0,0.0,395.8,26.15,78.41,4.69,164.4
2024,9,13,1,0.0,395.35,25.82,79.31,4.44,167.9
2024,9,13,2,0.0,383.58,25.58,79.69,4.28,169.9
2024,9,13,3,0.0,390.12,25.35,79.98,4.19,170.2
2024,9,13,4,0.0,388.38,25.19,80.24,4.19,170.4
2024,9,13,5,0.0,387.52,25.03,80.78,4.18,170.2
2024,9,13,6,17.12,387.52,25.04,80.65,4.21,170.4
2024,9,13,7,190.77,391.98,26.41,73.65,4.99,169.1
2024,9,13,8,440.42,385.85,28.08,63.2,5.0,161.5
2024,9,13,9,667.85,396.23,30.06,52.5,4.73,148.2
2024,9,13,10,802.22,400.55,31.72,45.7,4.42,138.3
2024,9,13,11,952.65,405.83,32.81,43.51,4.06,132.5
2024,9,13,12,996.35,410.7,33.35,44.25,3.66,128.9
2024,9,13,13,934.17,421.48,33.68,43.52,3.63,127.7
2024,9,13,14,798.0,415.25,33.75,43.11,3.74,128.9
2024,9,13,15,593.83,419.85,33.53,43.38,3.94,131.9
2024,9,13,16,370.08,418.95,32.99,44.4,4.25,136.2
2024,9,13,17,137.27,417.08,32.1,45.88,4.72,140.8
2024,9,13,18,4.68,413.55,30.96,49.02,5.03,145.9
2024,9,13,19,0.0,408.85,29.84,55.24,5.4,150.7
2024,9,13,20,0.0,398.73,28.82,61.03,5.96,155.7
2024,9,13,21,0.0,410.38,27.83,66.2,5.95,160.3
2024,9,13,22,0.0,402.85,27.02,70.99,5.55,164.2
2024,9,13,23,0.0,403.92,26.48,73.6,5.18,166.7
2024,9,14,0,0.0,398.5,26.06,75.85,4.69,167.9
2024,9,14,1,0.0,396.12,25.75,77.47,4.29,167.7
2024,9,14,2,0.0,386.98,25.55,78.41,4.04,166.1
2024,9,14,3,0.0,393.62,25.4,78.99,3.92,164.2
2024,9,14,4,0.0,392.38,25.28,79.45,3.77,161.8
2024,9,14,5,0.0,393.38,25.15,79.79,3.56,160.6
2024,9,14,6,18.55,394.4,25.22,79.19,3.42,161.6
2024,9,14,7,208.35,395.08,26.65,71.97,4.01,160.5
2024,9,14,8,454.95,393.98,28.27,62.5,3.96,148.8
2024,9,14,9,680.38,402.15,30.14,53.33,3.95,132.3
2024,9,14,10,842.92,404.67,31.64,47.28,3.92,122.2
2024,9,14,11,947.22,408.25,32.58,46.3,3.6,116.2
2024,9,14,12,992.47,413.9,33.13,46.36,3.31,113.7
2024,9,14,13,925.7,418.52,33.54,44.9,3.3,113.8
2024,9,14,14,768.03,417.48,33.67,44.09,3.37,115.9
2024,9,14,15,553.33,433.7,33.47,44.22,3.47,119.4
2024,9,14,16,338.02,425.15,32.96,45.34,3.6,123.6
2024,9,14,17,123.2,417.65,32.16,47.61,3.69,128.4
2024,9,14,18,3.95,419.12,31.1,50.78,3.56,134.0
2024,9,14,19,0.0,413.08,30.2,54.58,4.04,141.5
2024,9,14,20,0.0,405.38,29.2,61.61,4.38,150.0
2024,9,14,21,0.0,408.55,28.29,67.38,4.7,158.4
2024,9,14,22,0.0,412.1,27.54,71.59,4.76,163.7
2024,9,14,23,0.0,412.27,26.97,74.69,4.61,168.2
2024,9,15,0,0.0,417.67,26.55,76.4,4.51,171.6
2024,9,15,1,0.0,407.8,26.22,77.6,4.39,173.1
2024,9,15,2,0.0,395.27,25.93,78.73,4.27,172.2
2024,9,15,3,0.0,402.42,25.72,79.43,4.17,169.4
2024,9,15,4,0.0,402.58,25.54,79.91,4.06,164.9
2024,9,15,5,0.0,403.23,25.42,79.78,3.9,159.8
2024,9,15,6,18.88,401.8,25.47,78.8,3.84,156.2
2024,9,15,7,199.48,403.23,26.7,72.09,4.47,153.0
2024,9,15,8,424.6,405.17,28.26,61.82,4.54,144.1
2024,9,15,9,625.92,410.98,29.96,53.27,4.36,133.6
2024,9,15,10,768.78,413.25,31.33,48.4,4.17,126.0
2024,9,15,11,922.9,415.73,32.28,46.45,3.87,119.9
2024,9,15,12,966.47,420.4,32.75,48.0,3.34,114.4
2024,9,15,13,907.72,423.45,33.09,47.54,3.13,111.2
2024,9,15,14,750.65,424.73,33.21,46.81,3.0,110.7
2024,9,15,15,584.95,426.8,33.04,46.67,2.88,112.2
2024,9,15,16,359.88,423.9,32.6,47.6,2.83,115.8
2024,9,15,17,133.77,419.75,31.83,50.09,2.89,122.3
2024,9,15,18,4.47,413.92,30.88,53.08,2.89,131.6
2024,9,15,19,0.0,410.02,30.2,54.95,3.58,139.6
2024,9,15,20,0.0,401.12,29.34,60.41,4.27,146.9
2024,9,15,21,0.0,409.35,28.47,65.73,4.58,152.3
2024,9,15,22,0.0,408.98,27.72,69.64,4.67,157.2
2024,9,15,23,0.0,407.25,27.11,72.55,4.47,163.1
2024,9,16,0,0.0,406.65,26.64,74.44,4.4,168.7
2024,9,16,1,0.0,406.9,26.27,76.14,4.44,172.1
2024,9,16,2,0.0,402.35,25.99,77.39,4.4,172.3
2024,9,16,3,0.0,416.8,25.77,78.25,4.25,169.6
2024,9,16,4,0.0,417.2,25.59,78.91,4.09,165.6
2024,9,16,5,0.0,413.88,25.44,79.4,3.93,162.7
2024,9,16,6,16.25,406.95,25.48,78.82,3.87,160.9
2024,9,16,7,180.38,402.15,26.63,72.73,4.56,157.1
2024,9,16,8,388.88,399.83,27.96,64.62,4.57,150.3
2024,9,16,9,608.58,405.88,29.56,55.38,4.04,144.0
2024,9,16,10,635.67,410.38,30.97,48.28,3.14,142.5
2024,9,16,11,921.35,412.88,31.89,44.88,2.44,143.5
2024,9,16,12,941.38,416.42,32.2,48.18,2.04,142.6
2024,9,16,13,888.62,421.0,32.64,47.01,2.27,142.3
2024,9,16,14,731.08,425.48,33.05,45.51,2.59,143.0
2024,9,16,15,533.25,440.73,32.96,45.47,2.7,144.2
2024,9,16,16,300.73,432.0,32.56,46.44,2.75,146.7
2024,9,16,17,104.18,426.27,31.82,48.62,2.98,150.3
2024,9,16,18,3.78,423.55,30.87,51.08,3.26,156.3
2024,9,16,19,0.0,416.33,30.03,54.46,3.86,159.8
2024,9,16,20,0.0,409.58,29.18,59.69,4.13,161.8
2024,9,16,21,0.0,410.17,28.46,63.33,4.21,162.4
2024,9,16,22,0.0,413.1,27.78,67.05,4.18,162.6
2024,9,16,23,0.0,407.83,27.25,69.38,4.04,165.5
2024,9,17,0,0.0,406.05,26.78,70.66,3.99,171.1
2024,9,17,1,0.0,397.23,26.32,72.11,3.98,175.5
2024,9,17,2,0.0,384.4,25.85,73.78,4.07,177.6
2024,9,17,3,0.0,388.73,25.43,75.53,4.24,177.3
2024,9,17,4,0.0,384.73,24.95,77.82,4.39,176.2
2024,9,17,5,0.0,391.45,24.6,79.79,4.58,174.7
2024,9,17,6,19.45,386.05,24.53,80.58,4.8,173.1
2024,9,17,7,205.18,383.58,25.96,72.59,5.75,169.5
2024,9,17,8,459.17,375.85,27.63,61.21,5.97,162.4
2024,9,17,9,674.22,381.67,29.46,50.5,5.71,154.2
